id,fips5,totalpop,countbelow200pct,State,Housingperpov200,Businessperemp,ImpactFinanceperpov200,CommDevOtherperpov200,z_Housing,z_ImpactFinance,z_CommDevOther,z_Business,z_GlobalCapacity,popsize_bin,Housing_ptile,Housing_rank,Business_ptile,Business_rank,ImpactFinance_ptile,ImpactFinance_rank,CommDevOther_ptile,CommDevOther_rank,GlobalCapacity_ptile,GlobalCapacity_rank,CoreLogic_200pov,CountyName
134,12021,341091,115523,FL,69.48219299,8849.53418,400.997467,28.94015121,-0.049501166,0.060709964,-0.3271375,-0.162011594,-0.119485073,4,49,66,40,77,68,41,18,106,26,95,22348.51563,Collier
135,12031,890673,326613,FL,30.17201996,8396.959961,227.2537384,41.61460876,-0.434090227,-0.13320832,-0.165713325,-0.315707862,-0.262179941,5,6,128,35,89,28,98,28,98,9,124,17825.62891,Duval
136,12033,306327,102963,FL,114.6067886,14169.11426,250.075943,23.07909775,0.391972989,-0.107736073,-0.401784927,1.644541979,0.381748497,4,67,43,94,8,48,67,11,114,78,29,15293,Escambia
137,12035,100783,35626,FL,0,4459.249023,42.87133026,18.1496067,-0.729276597,-0.339000612,-0.46456781,-1.65297246,-0.79645437,3,1,291,4,299,26,232,34,207,1,308,14125.1709,Flagler
138,12039,46424,22929,FL,46.66579437,NA,65.49430847,0,-0.272724211,-0.313750714,-0.695724487,NA,NA,1,75,99,NA,NA,66,135,1,285.5,NA,NA,4442.838379,Gadsden
139,12041,16992,6533,FL,0,NA,0,202.8166351,-0.729276597,-0.386850029,1.887384653,NA,NA,1,1,274,NA,NA,1,333.5,93,28,NA,NA,19345.09961,Gilchrist
140,12045,15785,5050,FL,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,6456.433105,Gulf
141,12053,174809,68224,FL,128.084259,5306.913086,7.104743004,0,0.523829103,-0.378920287,-0.695724487,-1.365101814,-0.478979379,3,78,70,9,285,8,288,1,293.5,9,284,10908.15234,Hernando
142,12055,98328,43705,FL,323.6600647,2196.650879,48.23688507,13.68264484,2.437234879,-0.333012015,-0.521459818,-2.42136097,-0.209649473,2,95,10,1,198,46,107,36,127,51,98,19033.7832,Highlands
143,12057,1302884,482626,FL,167.839386,8752.685547,356.123291,44.08823013,0.912771344,0.010625146,-0.134208828,-0.194901839,0.148571461,5,76,34,39,83,51,68,30,96,40,82,24525.08203,Hillsborough
144,12061,142866,52793,FL,17.04771423,7392.030762,141.2147827,43.87833786,-0.562491179,-0.22923784,-0.136882067,-0.656986415,-0.396399379,3,22,242,24,238,53,147,62,118,14,269,15644.97852,Indian River
145,12065,14198,4497,FL,0,NA,154.6586609,0,-0.729276597,-0.214232907,-0.695724487,NA,NA,1,1,274,NA,NA,78,90,1,285.5,NA,NA,19243.95703,Jefferson
146,12069,310561,108977,FL,66.21882629,5968.199707,35.62549973,32.43255615,-0.081428148,-0.347087801,-0.282657593,-1.140525937,-0.462924868,4,46,70,12,113,8,119,24,98,8,118,13873.45801,Lake
147,12071,663675,246477,FL,22.2000103,8083.029297,311.4093323,27.17926025,-0.512083948,-0.03928085,-0.349564523,-0.422320157,-0.330812365,5,6,129,24,103,43,78,8,126,4,130,19400.92773,Lee
148,12073,282940,105742,FL,35.19594955,6776.391602,975.2894287,67.74265289,-0.384938866,0.701686859,0.16705814,-0.866060257,-0.095563531,4,22,100,17,107,93,10,62,49,29,92,22899.09375,Leon
149,12081,343729,119306,FL,11.3510294,8341.620117,133.0931702,45.75731277,-0.618224382,-0.238302499,-0.1129511,-0.334501535,-0.325994879,4,7,120,34,85,23,99,40,78,15,109,17743.5957,Manatee
150,12083,336811,137877,FL,42.07045364,6229.836426,18.09600639,50.15151978,-0.317682505,-0.366652757,-0.056985687,-1.051672816,-0.448248446,4,32,88,15,110,4,123,45,71,9,117,16484.95508,Marion
151,12085,151586,44872,FL,0,8374.333984,1064.213623,34.33073425,-0.729276597,0.800936639,-0.258482069,-0.323391736,-0.127553433,3,1,291,39,192,94,19,50,156,45,173,25508.1875,Martin
152,12086,2639042,1164961,FL,131.3802948,7692.010254,405.5146484,99.74032593,0.556075752,0.065751664,0.574586272,-0.555112004,0.160325423,5,62,53,15,115,56,60,67,45,41,80,65.29372406,Miami-Dade
153,12086,2639042,1164961,FL,131.3802948,7692.010254,405.5146484,99.74032593,0.556075752,0.065751664,0.574586272,-0.555112004,0.160325423,5,62,53,15,115,56,60,67,45,41,80,25969.52734,Miami-Dade
154,12089,75880,22613,FL,19.23672295,8018.602539,81.30278778,0,-0.54107511,-0.296106607,-0.695724487,-0.444199771,-0.494276494,2,41,118,45,109,54,93,1,173,19,161,17368.64063,Nassau
155,12091,192237,57151,FL,0,9150.3125,38.07807922,23.23116302,-0.729276597,-0.344350427,-0.399848193,-0.059865914,-0.383335292,3,1,291,48,162,24,237,40,188,15,266,20438.8457,Okaloosa
156,12095,1229039,479275,FL,61.55760956,7467.74707,194.3174896,31.17193604,-0.127030924,-0.169969022,-0.298713088,-0.631272793,-0.306746453,5,28,99,13,118,23,106,13,119,6,127,24128.87695,Orange
157,12097,300870,141782,FL,13.89500141,5400.715332,67.1594162,31.38449669,-0.593335569,-0.311892271,-0.296005875,-1.333246112,-0.633619964,4,10,116,4,124,13,112,22,100,1,128,24980.49414,Osceola
158,12099,1378806,469430,FL,42.14063644,8671.053711,352.2513733,55.03570557,-0.316995889,0.006303634,0.00522018,-0.222624376,-0.132024109,5,12,120,37,86,49,70,37,87,18,111,23350.2793,Palm Beach
159,12101,479288,171325,FL,31.85221863,6484.765137,179.7726135,31.09660721,-0.417652071,-0.186202794,-0.299672484,-0.965097904,-0.467156321,4,19,104,15,109,35,84,20,103,8,119,19583.04688,Pasco
160,12103,931477,309843,FL,90.59150696,9473.542969,162.0469818,51.75382996,0.157020718,-0.205986679,-0.03657838,0.049904622,-0.00890993,5,43,78,50,68,19,111,34,91,26,101,19125.89063,Pinellas
161,12105,626676,264684,FL,51.43620682,6383.921387,119.5121841,32.51235199,-0.226053149,-0.253460467,-0.281641304,-0.999344945,-0.440124959,5,17,113,3,131,13,119,14,118,2,133,12202.98828,Polk
162,12109,210495,46821,FL,0,7860.943848,10.37607098,0,-0.729276597,-0.375269115,-0.695724487,-0.497741371,-0.574502885,3,1,291,30,219,9,283,1,293.5,5,297,36247.90625,St Johns
163,12111,288006,114510,FL,21.08112907,5739.477051,95.15790558,18.44208336,-0.52303046,-0.280642688,-0.460842758,-1.21820116,-0.620679259,4,15,110,8,118,19,104,5,122,1,127,9488.145508,St Lucie
164,12113,161021,46019,FL,121.6480331,9927.06543,505.5270996,11.72918797,0.46086064,0.177377239,-0.546339393,0.203922912,0.07395535,3,76,75,58,132,83,55,24,238,64,114,13276.33496,Santa Rosa
165,12115,392038,109861,FL,5.316563606,8174.919434,282.9361267,59.0813446,-0.677262306,-0.07106027,0.056746166,-0.391113847,-0.27067256,4,3,125,32,88,52,62,58,55,17,107,26979.37695,Sarasota
166,12117,437346,129313,FL,29.32243538,8003.067383,25.22989273,35.35622025,-0.442402095,-0.3586905,-0.24542129,-0.449475586,-0.37399736,4,17,107,29,91,7,120,29,92,11,114,22457.50586,Seminole
167,12119,108501,26360,FL,0,7882.694824,18.96813393,0,-0.729276597,-0.365679383,-0.695724487,-0.490354627,-0.570258796,3,1,291,31,217,13,272,1,293.5,5,295,18841.35938,Sumter
168,12127,503719,201206,FL,54.48557663,5089.010742,116.5388184,36.43066406,-0.196219787,-0.256779104,-0.231736973,-1.439102411,-0.530959547,5,18,112,1,134,10,123,17,114,1,135,16018.03125,Volusia
169,12129,31128,9058,FL,0,NA,145.0099335,0,-0.729276597,-0.225002006,-0.695724487,NA,NA,1,1,274,NA,NA,77,94,1,285.5,NA,NA,8259.551758,Wakulla
170,12131,59487,21806,FL,214.5448761,11816.0918,823.8011475,0,1.369712114,0.532608211,-0.695724487,0.845444858,0.513010144,2,91,19,87,27,91,18,1,173,92,16,115414.0859,Walton
171,13007,3292,1570,GA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,28566.85938,Baker
172,13013,72012,26623,GA,172.1452789,11718.19043,1.878075361,0,0.954897821,-0.384753883,-0.695724487,0.812197089,0.171654135,2,89,22,86,29,11,177,1,173,80,41,10513.5459,Barrow
173,13015,101336,38624,GA,74.29290009,10375.77246,4.789379597,0,-0.00243586,-0.381504506,-0.695724487,0.356305867,-0.180839747,3,58,131,63,115,6,293,1,293.5,38,195,16637.41602,Bartow
174,13021,154816,73232,GA,47.16555405,8662.243164,113.2620697,28.82398987,-0.267834842,-0.260436326,-0.328616947,-0.225616485,-0.270626158,3,43,177,41,184,47,165,44,174,27,228,16489.93359,Bibb
175,13025,18452,9685,GA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,3504.661133,Brantley
176,13027,15637,8230,GA,50.49757004,NA,0,0,-0.235236242,-0.386850029,-0.695724487,NA,NA,1,76,96,NA,NA,1,333.5,1,285.5,NA,NA,8790.385742,Brooks
177,13029,33151,9790,GA,53.34627151,NA,150.2160339,0,-0.207366124,-0.219191387,-0.695724487,NA,NA,1,77,93,NA,NA,77,92,1,285.5,NA,NA,17583.77148,Bryan
178,13033,23007,12037,GA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,9881.62207,Burke
179,13035,23445,8344,GA,0,NA,219.320343,0,-0.729276597,-0.142062917,-0.695724487,NA,NA,1,1,274,NA,NA,83,70,1,285.5,NA,NA,10250.90723,Butts
180,13045,112595,47322,GA,0,10795.2793,588.9450684,0,-0.729276597,0.270481437,-0.695724487,0.498772293,-0.163936839,3,1,291,69,97,87,43,1,293.5,40,188,10130.17969,Carroll
181,13047,65375,20571,GA,0,5322.495605,0,0,-0.729276597,-0.386850029,-0.695724487,-1.359809995,-0.792915285,2,1,172,17,166,1,192.5,1,173,4,192,14042.64453,Catoosa
182,13051,279290,104850,GA,206.2184296,14756.83496,218.1656799,39.29187393,1.288250804,-0.143351659,-0.195296094,1.844134569,0.698434412,4,93,10,96,6,46,70,32,88,90,14,38160.89063,Chatham
183,13053,11914,4030,GA,0,NA,2.512407064,0,-0.729276597,-0.384045869,-0.695724487,NA,NA,1,1,274,NA,NA,37,250,1,285.5,NA,NA,520.7030029,Chattahoochee
184,13057,225944,56167,GA,50.83210754,10094.34082,4.513504505,30.54610825,-0.231963322,-0.381812423,-0.306683749,0.260730386,-0.164932281,3,46,169,61,124,6,294,46,169,40,189,19802.62109,Cherokee
185,13059,120905,61663,GA,34.11515808,9776.858398,159.8770752,43.48618698,-0.39551273,-0.208408535,-0.141876563,0.152911916,-0.148221478,3,36,200,56,137,56,138,62,119,42,180,16980.27539,Clarke
186,13063,267234,133099,GA,0,7172.126465,155.9773865,34.7178154,-0.729276597,-0.212761045,-0.253552109,-0.731666863,-0.481814146,4,1,127,19,104,27,94,27,94,6,121,13129.53516,Clayton
187,13067,719133,201876,GA,418.3712769,10936.67285,64.45181274,34.41090775,3.363837242,-0.314914286,-0.257460952,0.546790183,0.834563017,5,96,6,70,41,3,133,15,116,86,20,35897.21875,Cobb
188,13073,136204,30234,GA,0,14494.78906,2399.287109,0.648342907,-0.729276597,2.29103446,-0.687467039,1.755142689,0.657358408,3,1,291,95,16,98,7,12,274,93,22,59006.35547,Columbia
189,13077,133416,39422,GA,3.009792328,9672.8125,3.780731678,0,-0.699830472,-0.382630289,-0.695724487,0.117577463,-0.415151954,3,14,268,55,142,5,297,1,293.5,12,273,22734.91406,Coweta
190,13079,12539,4986,GA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,5365.508789,Crawford
191,13083,16445,5696,GA,0,NA,35.99016953,0,-0.729276597,-0.34668079,-0.695724487,NA,NA,1,1,274,NA,NA,59,163,1,285.5,NA,NA,10055.96484,Dade
192,13085,22673,7478,GA,108.1793289,NA,305.8872681,0,0.329090267,-0.04544412,-0.695724487,NA,NA,1,88,49,NA,NA,86,58,1,285.5,NA,NA,24922.30469,Dawson
193,13089,716331,275092,GA,37.59104919,9254.756836,386.0720825,77.86114502,-0.361506522,0.044051494,0.295929074,-0.024396142,-0.011480523,5,10,123,47,72,54,63,60,55,25,102,13209.9248,De Kalb
194,13095,93310,49940,GA,5.863695145,9080.362305,15.21117306,100.860733,-0.671909451,-0.36987257,0.588855982,-0.083621316,-0.134136841,2,30,140,59,82,24,151,89,22,58,85,10838.62305,Dougherty
195,13097,136520,50098,GA,13.5345726,7305.114746,1.665335894,8.626871109,-0.596861839,-0.384991318,-0.585851073,-0.68650347,-0.563551903,3,20,249,22,243,3,303,21,245,6,294,10760.65137,Douglas
196,13101,4048,2111,GA,0,NA,9474.182617,0,-0.729276597,10.18744373,-0.695724487,NA,NA,1,1,274,NA,NA,100,1,1,285.5,NA,NA,3233.474121,Echols
197,13103,54630,15274,GA,107.9896545,7471.458008,40.52638626,0,0.327234596,-0.341617852,-0.695724487,-0.630012512,-0.335030079,2,77,47,41,117,41,118,1,173,37,125,15412.91992,Effingham
198,13113,108655,20968,GA,0,10014.02441,1.576422572,1.788439512,-0.729276597,-0.38509056,-0.672946572,0.233454585,-0.388464779,3,1,291,60,127,2,304,13,271,14,267,33721.16016,Fayette
199,13115,96169,40957,GA,205.0049744,9091.868164,840.3433838,12.18496132,1.276378989,0.551071286,-0.540534616,-0.079713874,0.30180046,2,90,20,60,81,92,16,34,131,86,29,11176.89355,Floyd
200,13117,196236,33684,GA,40.81587219,14328.28516,83.80685425,0,-0.329956651,-0.293311775,-0.695724487,1.698597193,0.09490107,3,41,186,94,20,40,188,1,293.5,66,107,34747.875,Forsyth
201,13121,983903,323338,GA,426.522583,12078.94824,508.8743591,82.41889191,3.443585157,0.181113169,0.353977352,0.934712112,1.228346944,5,97,5,87,18,67,46,62,52,94,9,40446.21094,Fulton
202,13127,81743,31843,GA,16.41078758,9145.164063,1136.335693,15.41661644,-0.568722546,0.881433249,-0.499375671,-0.061614346,-0.06206983,2,38,123,62,77,96,9,39,122,65,70,36265.77344,Glynn
203,13135,859234,294723,GA,4.459132195,10523.52148,18.28131676,30.95619965,-0.685650945,-0.366445929,-0.301460743,0.4064821,-0.236768872,5,1,136,66,46,1,136,12,121,10,122,20435.07031,Gwinnett
204,13139,187916,75072,GA,0,12639.90039,28.2238121,5.526306152,-0.729276597,-0.355348945,-0.625340462,1.125213981,-0.146188006,3,1,291,88,39,18,257,18,257,43,179,23255.81836,Hall
205,13143,28565,12339,GA,0,NA,19.04522324,0,-0.729276597,-0.365593314,-0.695724487,NA,NA,1,1,274,NA,NA,51,196,1,285.5,NA,NA,4589.433594,Haralson
206,13145,32776,7473,GA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,17462.69141,Harris
207,13149,11617,4947,GA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,4689.38623,Heard
208,13151,211512,63033,GA,88.58096313,7541.990723,54.60691833,6.096499443,0.137350664,-0.325902313,-0.618078351,-0.606059313,-0.353172332,3,65,110,26,230,31,217,19,253,17,259,29521.98828,Henry
209,13153,147570,50606,GA,0,8130.746582,432.8191223,12.31820393,-0.729276597,0.096226647,-0.538837612,-0.406115144,-0.394500673,3,1,291,35,202,80,65,25,234,14,268,17818.27539,Houston
210,13159,13593,6360,GA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,6761.291016,Jasper
211,13169,28738,9825,GA,0,NA,5.395318031,0,-0.729276597,-0.380828202,-0.695724487,NA,NA,1,1,274,NA,NA,42,231,1,285.5,NA,NA,6574.166016,Jones
212,13171,18114,7532,GA,17.11251068,NA,0,0,-0.561857283,-0.386850029,-0.695724487,NA,NA,1,67,134,NA,NA,1,333.5,1,285.5,NA,NA,8877.458984,Lamar
213,13173,10403,4788,GA,119.8728104,NA,0,0,0.44349283,-0.386850029,-0.695724487,NA,NA,1,90,43,NA,NA,1,333.5,1,285.5,NA,NA,7708.918945,Lanier
214,13177,28946,8051,GA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,24806.69141,Lee
215,13179,64427,29509,GA,0,3586.518799,165.1580811,3.735265493,-0.729276597,-0.202514321,-0.648151457,-1.949355602,-0.882324517,2,1,172,3,194,68,65,28,144,1,197,8677.880859,Liberty
216,13181,7720,3755,GA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,6375.197754,Lincoln
217,13183,16588,7134,GA,0,NA,15.88603878,0,-0.729276597,-0.369119346,-0.695724487,NA,NA,1,1,274,NA,NA,49,205,1,285.5,NA,NA,5018.422363,Long
218,13185,113203,56370,GA,56.95861435,8554.448242,22.46343803,5.408759594,-0.17202495,-0.3617782,-0.626837552,-0.262224138,-0.355716199,3,50,157,40,188,15,266,17,258,16,262,12249.92285,Lowndes
219,13189,21582,10459,GA,0,NA,170.6524506,0,-0.729276597,-0.196381956,-0.695724487,NA,NA,1,1,274,NA,NA,79,85,1,285.5,NA,NA,18024.58203,McDuffie
220,13191,14007,5896,GA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,32621.76367,McIntosh
221,13195,28232,12841,GA,0,NA,0,0.069507048,-0.729276597,-0.386850029,-0.69483918,NA,NA,1,1,274,NA,NA,1,333.5,56,175,NA,NA,12745.6084,Madison
222,13197,8739,4325,GA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,5220.947754,Marion
223,13199,21297,10370,GA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,15375.96777,Meriwether
224,13207,26915,9649,GA,84.05016327,NA,59.56347656,0,0.093023822,-0.320370227,-0.695724487,NA,NA,1,85,63,NA,NA,64,145,1,285.5,NA,NA,21496.28906,Monroe
225,13211,17900,6303,GA,0,NA,357.2362366,0,-0.729276597,0.011867324,-0.695724487,NA,NA,1,1,274,NA,NA,87,55,1,285.5,NA,NA,26314.02148,Morgan
226,13213,39401,19804,GA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,10993.11621,Murray
227,13215,200285,83299,GA,176.0401764,12553.55078,67.30079651,26.24184799,0.993003368,-0.311734468,-0.361503571,1.09588933,0.353913665,3,89,37,87,41,34,206,41,183,83,53,14555.55078,Muscogee
228,13217,102645,39985,GA,21.48996353,6806.04248,0.261798173,0,-0.51903069,-0.386557817,-0.695724487,-0.855990648,-0.614325881,3,29,222,17,259,2,306,1,293.5,3,302,7668.123535,Newton
229,13219,34400,6998,GA,0,NA,0,8.134263039,-0.729276597,-0.386850029,-0.592124999,NA,NA,1,1,274,NA,NA,1,333.5,60,160,NA,NA,41295.72266,Oconee
230,13221,14688,6256,GA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,14426.78027,Oglethorpe
231,13223,147400,43716,GA,0,6435.422852,17.82528114,0,-0.729276597,-0.366954923,-0.695724487,-0.981854796,-0.693452716,3,1,291,15,266,11,277,1,293.5,2,306,12179.51172,Paulding
232,13225,27086,10354,GA,0,NA,30.46832085,0,-0.729276597,-0.352843821,-0.695724487,NA,NA,1,1,274,NA,NA,57,173,1,285.5,NA,NA,18196.5625,Peach
233,13227,29740,9944,GA,0,NA,172.9686279,0,-0.729276597,-0.193796843,-0.695724487,NA,NA,1,1,274,NA,NA,79,84,1,285.5,NA,NA,20706.47461,Pickens
234,13231,17812,5858,GA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,8422.037109,Pike
235,13235,11590,4684,GA,0,NA,1128.777344,0,-0.729276597,0.872997284,-0.695724487,NA,NA,1,1,274,NA,NA,95,23,1,285.5,NA,NA,7892.621582,Pulaski
236,13245,201291,92269,GA,55.5231514,10814.97559,982.4636841,52.20069885,-0.186068729,0.709694147,-0.030886976,0.505461216,0.24954991,3,49,160,70,96,94,21,68,101,77,74,17476.20703,Richmond
237,13247,86901,32977,GA,0,8433.628906,46.57925034,0,-0.729276597,-0.334862143,-0.695724487,-0.303254932,-0.515779555,2,1,172,49,102,45,109,1,173,17,165,17227.5918,Rockdale
238,13255,63873,30198,GA,0,3684.99707,276.8304749,0,-0.729276597,-0.077874891,-0.695724487,-1.915911913,-0.854696989,2,1,172,4,192,75,50,1,173,2,196,7464.360352,Spalding
239,13273,9213,5186,GA,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,12676.68359,Terrell
240,13289,8509,4379,GA,0,NA,16.89883614,0,-0.729276597,-0.367988944,-0.695724487,NA,NA,1,1,274,NA,NA,49,202,1,285.5,NA,NA,6991.408691,Twiggs
241,13295,68285,27994,GA,0,5199.452148,0.893048525,0,-0.729276597,-0.385853261,-0.695724487,-1.401596069,-0.803112626,2,1,172,14,171,8,183,1,173,3,194,6186.472168,Walker
242,13297,86201,29079,GA,26.53210449,9912.290039,1.963375688,0,-0.469701141,-0.384658664,-0.695724487,0.198905125,-0.337794781,2,47,105,72,57,12,176,1,173,36,127,12119.95508,Walton
243,13313,103456,50679,GA,0,11862.47949,68.98464966,39.98072815,-0.729276597,-0.309855103,-0.186522722,0.861198306,-0.091114029,3,1,291,81,61,35,204,57,135,48,163,13579.02832,Whitfield
244,13321,21156,9887,GA,116.0072556,NA,48.74107361,0,0.405674398,-0.332449287,-0.695724487,NA,NA,1,89,45,NA,NA,61,156,1,285.5,NA,NA,11828.19336,Worth
245,15003,984178,220421,HI,138.5694275,11699.6582,717.399292,153.088623,0.626410246,0.413851351,1.254039764,0.805903494,0.775051236,5,64,49,82,25,77,32,83,24,83,23,23568.27539,Honolulu
246,15005,85,18,HI,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,NA,
247,15009,160863,43466,HI,119.3299332,11120.90332,361.1491394,123.6804047,0.438181639,0.01623458,0.879491389,0.609355688,0.485815823,3,76,77,73,86,76,75,95,16,89,35,45951.71875,Maui
248,16001,417501,125397,ID,36.18859863,10224.39844,107.0564575,27.30947304,-0.375227332,-0.267362505,-0.347906113,0.30489856,-0.171399355,4,24,98,58,54,21,102,15,109,23,99,30116.9375,Ada
249,16005,83604,33488,ID,24.85475349,8354.700195,709.9006348,19.41893196,-0.486111432,0.405481964,-0.448401451,-0.330059469,-0.214772597,2,46,107,48,104,90,21,41,118,49,101,19647.12695,Bannock
250,16015,6885,2395,ID,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,7046.005859,Boise
251,16019,107788,39193,ID,111.010231,11766.98145,1.913607001,38.43907547,0.356786251,-0.384714216,-0.206157491,0.828766763,0.148670331,3,72,87,79,66,3,302,55,141,71,91,19993.4082,Bonneville
252,16023,2653,1244,ID,0,NA,0,0,-0.729276597,-0.386850029,-0.695724487,NA,NA,1,1,274,NA,NA,1,333.5,1,285.5,NA,NA,57416.28906,Butte
253,16027,198921,93300,ID,41.09469986,8367.383789,76.17062378,17.92029953,-0.327228755,-0.301834702,-0.467488319,-0.325752079,-0.355575979,3,41,185,38,193,37,196,33,209,16,261,14776.7041,Canyon
254,16041,12914,5137,ID,0,NA,0,87.59976959,-0.729276597,-0.386850029,0.419961959,NA,NA,1,1,274,NA,NA,1,333.5,83,71,NA,NA,16203.91504,Franklin
255,16045,16731,7193,ID,0,NA,11.40581131,184.5362091,-0.729276597,-0.374119818,1.654561877,NA,NA,1,1,274,NA,NA,45,220,92,33,NA,NA,10259.22559,Gem
256,16051,26792,10562,ID,0,NA,0,58.34122467,-0.729276597,-0.386850029,0.047319867,NA,NA,1,1,274,NA,NA,1,333.5,75,102,NA,NA,35292.80859,Jefferson
